PropID,DataID,Property,Value,Prop_Type,Prop_refID,Obtained_from,From Org. Paper
prop0253,data000882,log_KOW,3.1,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0254,data000581,log_KOW,3.2,EXP,ref0026,EXP value,TRUE
prop0255,data000354,log_KOW,3.2,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0256,data000590,log_KOW,3.61,EXP,ref0026,EXP value,TRUE
prop0257,data000592,log_KOW,3.61,EXP,ref0026,EXP value,TRUE
prop0258,data002277,log_KOW,2.68,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0259,data000599,log_KOW,2.69019608,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0260,data000600,log_KOW,2.69019608,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0261,data000597,log_KOW,2.73,EXP,ref0026,EXP value,TRUE
prop0262,data000601,log_KOW,2.73,EXP,ref0026,EXP value,TRUE
prop0263,data000514,log_KOW,2.73,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0264,data000613,log_KOW,1.23,EXP,ref0026,EXP value,TRUE
prop0265,data000221,log_KOW,1.23,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0266,data000722,log_KOW,1.23,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0267,data000618,log_KOW,1.24,EXP,ref0026,EXP value,TRUE
prop0268,data000484,log_KOW,1.24,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0269,data001086,log_KOW,1.26,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0270,data000979,log_KOW,3.38,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0271,data000623,log_KOW,3.39,EXP,ref0026,EXP value,TRUE
prop0272,data000625,log_KOW,3.39,EXP,ref0026,EXP value,TRUE
prop0273,data000453,log_KOW,3.39,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0274,data000634,log_KOW,2.8,EXP,ref0026,EXP value,TRUE
prop0275,data000636,log_KOW,2.8,EXP,ref0026,EXP value,TRUE
prop0276,data000641,log_KOW,2.64,EXP,ref0026,EXP value,TRUE
prop0277,data000086,log_KOW,2.64,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0278,data000563,log_KOW,2.69,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0279,data000903,log_KOW,0.96,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0280,data000645,log_KOW,0.97,EXP,ref0026,EXP value,TRUE
prop0281,data000403,log_KOW,0.97,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0282,data000650,log_KOW,0.53,EXP,ref0026,EXP value,TRUE
prop0283,data000075,log_KOW,1.12,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0284,data000558,log_KOW,1.18,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0285,data000655,log_KOW,0.23,EXP,ref0026,EXP value,TRUE
prop0286,data000659,log_KOW,0.46,EXP,ref0026,EXP value,TRUE
prop0287,data000507,log_KOW,0.46,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0288,data002212,log_KOW,0.46,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0289,data000658,log_KOW,0.819543936,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0290,data000666,log_KOW,1.78,EXP,ref0026,EXP value,TRUE
prop0291,data000615,log_KOW,1.84,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0292,data000669,log_KOW,1.98,EXP,ref0026,EXP value,TRUE
prop0293,data000131,log_KOW,1.98,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0294,data000674,log_KOW,3.9,EXP,ref0026,EXP value,TRUE
prop0295,data000676,log_KOW,3.9,EXP,ref0026,EXP value,TRUE
prop0296,data000682,log_KOW,1.12,EXP,ref0026,EXP value,TRUE
prop0297,data000685,log_KOW,0.83,EXP,ref0026,EXP value,TRUE
prop0298,data000492,log_KOW,0.83,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0299,data002149,log_KOW,0.86,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0300,data000721,log_KOW,3.11,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0301,data000690,log_KOW,3.44,EXP,ref0026,EXP value,TRUE
prop0302,data000692,log_KOW,3.44,EXP,ref0026,EXP value,TRUE
prop0303,data000220,log_KOW,3.44,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0304,data000735,log_KOW,2.57,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0305,data000702,log_KOW,2.86,EXP,ref0026,EXP value,TRUE
prop0306,data000704,log_KOW,2.86,EXP,ref0026,EXP value,TRUE
prop0307,data000224,log_KOW,2.86,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0308,data000711,log_KOW,0.84,EXP,ref0026,EXP value,TRUE
prop0309,data000714,log_KOW,2.03,EXP,ref0026,EXP value,TRUE
prop0310,data000087,log_KOW,2.03,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0311,data000564,log_KOW,2.07,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0312,data000719,log_KOW,2.03,EXP,ref0026,EXP value,TRUE
prop0313,data000257,log_KOW,2.03,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0314,data000790,log_KOW,2.26,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0315,data000724,log_KOW,5.18,EXP,ref0026,EXP value,TRUE
prop0316,data000726,log_KOW,5.18,EXP,ref0026,EXP value,TRUE
prop0317,data000733,log_KOW,4.57,EXP,ref0026,EXP value,TRUE
prop0318,data000105,log_KOW,4.57,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0319,data000574,log_KOW,4.66,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0320,data000737,log_KOW,3,EXP,ref0026,EXP value,TRUE
prop0321,data000097,log_KOW,3,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0322,data000570,log_KOW,3.25,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0323,data000745,log_KOW,0.1,EXP,ref0026,EXP value,TRUE
prop0324,data000251,log_KOW,0.1,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0325,data000785,log_KOW,0.14,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0326,data000756,log_KOW,5.73,EXP,ref0026,EXP value,TRUE
prop0327,data000763,log_KOW,5.73,EXP,ref0026,EXP value,TRUE
prop0328,data000761,log_KOW,6,NA,ref0003,"reported in Finizio et al. 1997, originally from Finizio et al. 1997 (Determination of n-octanol/water partition coefficients…)",TRUE
prop0329,data000771,log_KOW,4.45,EXP,ref0026,EXP value,TRUE
prop0330,data005550,log_KOW,4.45,NA,ref0032,value from NLM 2004,TRUE
prop0331,data000770,log_KOW,4.54,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0332,data000776,log_KOW,0.38,EXP,ref0026,EXP value,TRUE
prop0333,data000780,log_KOW,0.92,EXP,ref0026,EXP value,TRUE
prop0334,data001085,log_KOW,0.41,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0335,data000783,log_KOW,0.59,EXP,ref0026,EXP value,TRUE
prop0336,data000483,log_KOW,0.59,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0337,data000788,log_KOW,1.16,EXP,ref0026,EXP value,TRUE
prop0338,data000160,log_KOW,1.16,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0339,data000643,log_KOW,1.2,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0340,data000793,log_KOW,0.88,EXP,ref0026,EXP value,TRUE
prop0341,data000205,log_KOW,0.88,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0342,data000694,log_KOW,0.9,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0343,data000798,log_KOW,0.46,EXP,ref0026,EXP value,TRUE
prop0344,data000688,log_KOW,1.76,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0345,data000801,log_KOW,1.78,EXP,ref0026,EXP value,TRUE
prop0346,data000197,log_KOW,1.78,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0347,data000806,log_KOW,-0.301029996,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0348,data000807,log_KOW,-0.301029996,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0349,data000808,log_KOW,-0.27,EXP,ref0026,EXP value,TRUE
prop0350,data000069,log_KOW,-0.27,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0351,data000553,log_KOW,-0.06,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0352,data000816,log_KOW,2.25,EXP,ref0026,EXP value,TRUE
prop0353,data000968,log_KOW,5.06,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0354,data000819,log_KOW,5.15,EXP,ref0026,EXP value,TRUE
prop0355,data000429,log_KOW,5.15,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0356,data000823,log_KOW,2.78,EXP,ref0026,EXP value,TRUE
prop0357,data000826,log_KOW,-0.38,EXP,ref0026,EXP value,TRUE
prop0358,data000252,log_KOW,-0.38,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0359,data000786,log_KOW,-0.38,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0360,data000830,log_KOW,2.089905111,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0361,data000831,log_KOW,2.16,EXP,ref0026,EXP value,TRUE
prop0362,data000838,log_KOW,2.530199698,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0363,data002211,log_KOW,3.07,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0364,data000839,log_KOW,3.4,EXP,ref0026,EXP value,TRUE
prop0365,data000506,log_KOW,3.4,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0366,data000846,log_KOW,-0.77,EXP,ref0026,EXP value,TRUE
prop0367,data000852,log_KOW,4.88,EXP,ref0026,EXP value,TRUE
prop0368,data000859,log_KOW,4.88,EXP,ref0026,EXP value,TRUE
prop0369,data000502,log_KOW,4.88,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0370,data000857,log_KOW,5.18,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0371,data002182,log_KOW,5.18,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0372,data000872,log_KOW,0.698970004,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0373,data000804,log_KOW,0.71,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0374,data000873,log_KOW,0.73,EXP,ref0026,EXP value,TRUE
prop0375,data000274,log_KOW,0.73,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0376,data002276,log_KOW,0.68,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0377,data000879,log_KOW,0.95,EXP,ref0026,EXP value,TRUE
prop0378,data000513,log_KOW,0.95,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0379,data000885,log_KOW,4.66,EXP,ref0026,EXP value,TRUE
prop0380,data000887,log_KOW,4.66,EXP,ref0026,EXP value,TRUE
prop0381,data000791,log_KOW,1.6,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0382,data000893,log_KOW,1.67,EXP,ref0026,EXP value,TRUE
prop0383,data000258,log_KOW,1.67,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0384,data000898,log_KOW,2.83,EXP,ref0026,EXP value,TRUE
prop0385,data000739,log_KOW,3.15,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0386,data000901,log_KOW,3.21,EXP,ref0026,EXP value,TRUE
prop0387,data000232,log_KOW,3.21,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0388,data000906,log_KOW,1.480006943,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0389,data000717,log_KOW,1.73,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0390,data000907,log_KOW,1.86,EXP,ref0026,EXP value,TRUE
prop0391,data000216,log_KOW,1.86,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0392,data005559,log_KOW,6.9,NA,ref0032,value from Jonker and Koelmans 2002,TRUE
prop0393,data005557,log_KOW,6.72,NA,ref0032,value from NLM 2004,TRUE
prop0394,data005554,log_KOW,6.11,NA,ref0032,value from VCCL 2004,TRUE
prop0395,data000921,log_KOW,5.16,EXP,ref0026,EXP value,TRUE
prop0396,data000927,log_KOW,5.16,EXP,ref0026,EXP value,TRUE
prop0397,data000925,log_KOW,5.22,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0398,data005551,log_KOW,5.22,NA,ref0032,value from Finizio et al. 1997,TRUE
prop0399,data000939,log_KOW,6,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0400,data005555,log_KOW,6.11,NA,ref0032,value from VCCL 2004,TRUE
prop0401,data005546,log_KOW,3.94,NA,ref0032,value from VCCL 2004,TRUE
prop0402,data005553,log_KOW,5.73,NA,ref0032,value from NLM 2004,TRUE
prop0403,data000945,log_KOW,5.86,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0404,data000950,log_KOW,3.8,EXP,ref0026,EXP value,TRUE
prop0405,data000952,log_KOW,3.8,EXP,ref0026,EXP value,TRUE
prop0406,data000951,log_KOW,3.81,NA,ref0003,"reported in Finizio et al. 1997, originally from Finizio et al. 1997 (Determination of n-octanol/water partition coefficients…)",TRUE
prop0407,data000955,log_KOW,3.78,EXP,ref0026,EXP value,TRUE
prop0408,data000956,log_KOW,3.78,EXP,ref0026,EXP value,TRUE
prop0409,data000958,log_KOW,4.14,EXP,ref0026,EXP value,TRUE
prop0410,data000959,log_KOW,4.14,EXP,ref0026,EXP value,TRUE
prop0411,data000962,log_KOW,3.352761192,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0412,data000966,log_KOW,2.04,EXP,ref0026,EXP value,TRUE
prop0413,data000430,log_KOW,2.04,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0414,data000969,log_KOW,2.17,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0415,data000971,log_KOW,0.84,EXP,ref0026,EXP value,TRUE
prop0416,data000975,log_KOW,1.38,EXP,ref0026,EXP value,TRUE
prop0417,data000132,log_KOW,1.38,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0418,data000616,log_KOW,1.52,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0419,data000974,log_KOW,1.780317312,EST/EXP,ref0006,From EPA's Handbook of RCRA Ground-Water Monitoring Constituents: Chemical & Physical Properties OR calculated using Leo's fragment constant approach,TRUE
prop0420,data000983,log_KOW,3.39,EXP,ref0026,EXP value,TRUE
prop0421,data000985,log_KOW,3.39,EXP,ref0026,EXP value,TRUE
prop0422,data000096,log_KOW,3.39,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0423,data000569,log_KOW,3.59,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0424,data000997,log_KOW,3.48,EXP,ref0026,EXP value,TRUE
prop0425,data001003,log_KOW,5.17,EXP,ref0026,EXP value,TRUE
prop0426,data001007,log_KOW,5.17,EXP,ref0026,EXP value,TRUE
prop0427,data001011,log_KOW,2.78,EXP,ref0026,EXP value,TRUE
prop0428,data001014,log_KOW,2.3,EXP,ref0026,EXP value,TRUE
prop0429,data001017,log_KOW,1.66,EXP,ref0026,EXP value,TRUE
prop0430,data001024,log_KOW,4.6,EXP,ref0026,EXP value,TRUE
prop0431,data001028,log_KOW,4.6,EXP,ref0026,EXP value,TRUE
prop0432,data001056,log_KOW,4,EST,ref0026,EPISuite EST,TRUE
prop0433,data001061,log_KOW,6.79,EST,ref0026,EPISuite EST,TRUE
prop0434,data001062,log_KOW,6.79,EST,ref0026,EPISuite EST,TRUE
prop0435,data001083,log_KOW,0.94,EXP,ref0026,EXP value,TRUE
prop0436,data000333,log_KOW,0.94,EXP,ref0033,reported in Raevsky et al. 2006 as a exp value,TRUE
prop0437,data000876,log_KOW,1.24,EST,ref0033,reported in Raevsky et al. 2006 as a QSPR est value,TRUE
prop0438,data001102,log_KOW,4.8,EXP,ref0026,EXP value,TRUE
prop0439,data001107,log_KOW,4.8,EXP,ref0026,EXP value,TRUE
prop0440,data001132,log_KOW,5.83,EST,ref0026,EPISuite EST,TRUE
prop0441,data001144,log_KOW,5.23,EXP,ref0026,EXP value,TRUE
prop0442,data001153,log_KOW,5.23,EXP,ref0026,EXP value,TRUE
prop0443,data001160,log_KOW,4.42,EXP,ref0026,EXP value,TRUE
prop0444,data001165,log_KOW,4.42,EXP,ref0026,EXP value,TRUE
prop0445,data001186,log_KOW,4.61,EXP,ref0026,EXP value,TRUE
prop0446,data001196,log_KOW,4.61,EXP,ref0026,EXP value,TRUE
prop0447,data001207,log_KOW,8.5,EXP,ref0026,EXP value,TRUE
prop0448,data001212,log_KOW,8.5,EXP,ref0026,EXP value,TRUE
prop0449,data001235,log_KOW,6.77,EST,ref0026,EPISuite EST,TRUE
prop0450,data001243,log_KOW,6.77,EST,ref0026,EPISuite EST,TRUE
prop0451,data001259,log_KOW,4.94,EST,ref0026,EPISuite EST,TRUE
prop0452,data001275,log_KOW,5.81,EXP,ref0026,EXP value,TRUE
prop0453,data001284,log_KOW,5.81,EXP,ref0026,EXP value,TRUE
prop0454,data001294,log_KOW,5.69,EXP,ref0026,EXP value,TRUE
prop0455,data001315,log_KOW,5.75,EXP,ref0026,EXP value,TRUE
prop0456,data001320,log_KOW,5.75,EXP,ref0026,EXP value,TRUE
prop0457,data001381,log_KOW,6.63,EXP,ref0026,EXP value,TRUE
prop0458,data001372,log_KOW,6.63,EXP,ref0026,EXP value,TRUE
prop0459,data001398,log_KOW,6.41,EXP,ref0026,EXP value,TRUE
prop0460,data001407,log_KOW,6.41,EXP,ref0026,EXP value,TRUE
prop0461,data001420,log_KOW,7.55,EXP,ref0026,EXP value,TRUE
prop0462,data001428,log_KOW,7.55,EXP,ref0026,EXP value,TRUE
prop0463,data001452,log_KOW,6.9,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0464,data001441,log_KOW,7.75,EXP,ref0026,EXP value,TRUE
prop0465,data001454,log_KOW,7.75,EXP,ref0026,EXP value,TRUE
prop0466,data001480,log_KOW,6.09,EXP,ref0026,EXP value,TRUE
prop0467,data001478,log_KOW,6.1,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0468,data001490,log_KOW,4.1,EST,ref0026,EPISuite EST,TRUE
prop0469,data001510,log_KOW,6.4,NA,ref0003,"reported in Finizio et al. 1997, originally from Mackay et al. 1992",TRUE
prop0470,data001502,log_KOW,6.8,EXP,ref0026,EXP value,TRUE
prop0471,data001512,log_KOW,6.8,EXP,ref0026,EXP value,TRUE
prop0472,data001529,log_KOW,5.88,EST,ref0026,EPISuite EST,TRUE
prop0473,data001534,log_KOW,5.88,EST,ref0026,EPISuite EST,TRUE
prop0474,data001547,log_KOW,5.1,EST,ref0026,EPISuite EST,TRUE
prop0475,data001552,log_KOW,5.1,EST,ref0026,EPISuite EST,TRUE
prop0476,data001564,log_KOW,4.99,EST,ref0026,EPISuite EST,TRUE
prop0477,data001570,log_KOW,5.77,EXP,ref0026,EXP value,TRUE
prop0478,data001575,log_KOW,5.77,EXP,ref0026,EXP value,TRUE
prop0479,data001585,log_KOW,6.39,EST,ref0026,EPISuite EST,TRUE
prop0480,data001589,log_KOW,6.39,EST,ref0026,EPISuite EST,TRUE
prop0481,data001596,log_KOW,8.2,EXP,ref0026,EXP value,TRUE
prop0482,data001601,log_KOW,8.2,EXP,ref0026,EXP value,TRUE
prop0483,data001619,log_KOW,7.66,EST,ref0026,EPISuite EST,TRUE
prop0484,data001627,log_KOW,7.66,EST,ref0026,EPISuite EST,TRUE
prop0485,data001643,log_KOW,5.75,EST,ref0026,EPISuite EST,TRUE
